Employee Number,Attrition,Age,Gender,Marital Status,Department,Job Role,BusinessTravel,Daily Rate,Standard Hours,Hourly Rate,Distance From Home,Education,Education Field,Employee Count,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Number Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Experience,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
141,No,43,Male,Married,Sales,Manager,Travel_Frequently,394,80,92,26,2,Life Sciences,1,3,3,4,4,16959,19494,1,Y,Yes,12,3,4,2,25,3,4,25,12,4,12
142,No,30,Male,Divorced,Research & Development,Research Scientist,Travel_Frequently,1312,80,96,23,3,Life Sciences,1,1,1,1,3,2613,22310,1,Y,No,25,4,3,3,10,2,2,10,7,0,9
143,No,33,Male,Married,Sales,Sales Executive,Non-Travel,750,80,95,22,2,Marketing,1,3,3,2,2,6146,15480,0,Y,No,13,3,1,1,8,2,4,7,7,0,7
144,Yes,56,Female,Married,Research & Development,Research Scientist,Travel_Rarely,441,80,72,14,4,Life Sciences,1,2,3,1,2,4963,4510,9,Y,Yes,18,3,1,3,7,2,3,5,4,4,3
145,No,51,Male,Single,Research & Development,Research Director,Travel_Rarely,684,80,51,6,3,Life Sciences,1,1,3,5,3,19537,6462,7,Y,No,13,3,3,0,23,5,3,20,18,15,15
146,Yes,31,Male,Married,Sales,Sales Executive,Travel_Rarely,249,80,76,6,4,Life Sciences,1,2,1,2,3,6172,20739,4,Y,Yes,18,3,2,0,12,3,2,7,7,7,7
147,No,26,Female,Married,Research & Development,Research Scientist,Travel_Rarely,841,80,46,6,3,Other,1,3,2,1,2,2368,23300,1,Y,No,19,3,3,0,5,3,2,5,4,4,3
148,Yes,58,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,147,80,94,23,4,Medical,1,4,3,3,4,10312,3465,1,Y,No,12,3,4,1,40,3,2,40,10,15,6
149,Yes,19,Male,Single,Sales,Sales Representative,Travel_Rarely,528,80,50,22,1,Marketing,1,4,3,1,3,1675,26820,1,Y,Yes,19,3,4,0,0,2,2,0,0,0,0
150,No,22,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,594,80,100,2,1,Technical Degree,1,3,3,1,4,2523,19299,0,Y,No,14,3,3,1,3,2,3,2,1,2,1
151,No,49,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,470,80,96,20,4,Medical,1,3,3,2,1,6567,5549,1,Y,No,14,3,3,0,16,2,2,15,11,5,11
152,No,43,Female,Single,Research & Development,Research Scientist,Travel_Frequently,957,80,72,28,3,Medical,1,2,4,1,3,4739,16090,4,Y,No,12,3,4,0,18,2,3,3,2,1,2
153,No,50,Female,Single,Sales,Sales Executive,Travel_Frequently,809,80,77,12,3,Marketing,1,3,3,3,4,9208,6645,4,Y,No,11,3,4,0,16,3,3,2,2,2,1
154,Yes,31,Female,Married,Sales,Sales Executive,Travel_Rarely,542,80,71,20,3,Life Sciences,1,2,1,2,3,4559,24788,3,Y,Yes,11,3,3,1,4,2,3,2,2,2,2
155,No,41,Male,Divorced,Sales,Sales Executive,Travel_Rarely,802,80,96,9,1,Life Sciences,1,3,3,3,3,8189,21196,3,Y,Yes,13,3,3,1,12,2,3,9,7,0,7
156,No,26,Female,Married,Human Resources,Human Resources,Travel_Rarely,1355,80,61,25,1,Life Sciences,1,3,3,1,3,2942,8916,1,Y,No,23,4,4,1,8,3,3,8,7,5,7
157,No,36,Male,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,216,80,84,6,2,Medical,1,2,3,2,2,4941,2819,6,Y,No,20,4,4,2,7,0,3,3,2,0,1
158,Yes,51,Male,Single,Research & Development,Manufacturing Director,Travel_Frequently,1150,80,53,8,4,Life Sciences,1,1,1,3,4,10650,25150,2,Y,No,15,3,4,0,18,2,3,4,2,0,3
159,No,39,Female,Married,Sales,Sales Executive,Travel_Rarely,1329,80,47,4,4,Life Sciences,1,4,2,2,3,5902,14590,4,Y,No,14,3,3,1,17,1,4,15,11,5,9
160,No,25,Male,Married,Sales,Sales Executive,Travel_Rarely,959,80,41,28,3,Life Sciences,1,1,2,2,3,8639,24835,2,Y,No,18,3,4,0,6,3,3,2,2,2,2
161,No,30,Male,Married,Human Resources,Human Resources,Travel_Rarely,1240,80,48,9,3,Human Resources,1,3,3,2,4,6347,13982,0,Y,Yes,19,3,4,0,12,2,1,11,9,4,7
162,Yes,32,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,1033,80,41,9,3,Medical,1,1,3,1,1,4200,10224,7,Y,No,22,4,1,0,10,2,4,5,4,0,4
163,No,45,Male,Single,Research & Development,Research Scientist,Travel_Rarely,1316,80,83,29,3,Medical,1,3,3,1,4,3452,9752,5,Y,No,13,3,2,0,9,2,2,6,5,0,3
164,No,38,Female,Single,Research & Development,Research Scientist,Travel_Rarely,364,80,32,3,5,Technical Degree,1,4,3,2,3,4317,2302,3,Y,Yes,20,4,2,0,19,2,3,3,2,2,2
165,No,30,Female,Single,Research & Development,Research Scientist,Travel_Rarely,438,80,75,18,3,Life Sciences,1,1,3,1,3,2632,23910,1,Y,No,14,3,3,0,5,4,2,5,4,0,4
166,No,32,Male,Divorced,Sales,Sales Executive,Travel_Frequently,689,80,35,9,2,Medical,1,4,1,2,4,4668,22812,0,Y,No,17,3,4,3,9,2,4,8,7,0,7
167,No,30,Female,Divorced,Research & Development,Research Scientist,Travel_Rarely,201,80,84,5,3,Technical Degree,1,4,3,1,1,3204,10415,5,Y,No,14,3,4,1,8,3,3,3,2,2,2
168,No,30,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1427,80,35,2,1,Medical,1,2,2,1,4,2720,11162,0,Y,No,13,3,4,0,6,3,3,5,3,1,2
169,No,41,Male,Divorced,Research & Development,Manager,Travel_Frequently,857,80,91,10,3,Life Sciences,1,4,2,4,1,17181,12888,4,Y,No,13,3,2,1,21,2,2,7,6,7,7
170,No,41,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,933,80,94,9,4,Life Sciences,1,3,3,1,1,2238,6961,2,Y,No,21,4,4,1,7,2,3,5,0,1,4
171,No,19,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,1181,80,79,3,1,Medical,1,2,3,1,2,1483,16102,1,Y,No,14,3,4,0,1,3,3,1,0,0,0
172,No,40,Female,Divorced,Research & Development,Research Scientist,Travel_Frequently,1395,80,54,26,3,Medical,1,2,3,2,2,5605,8504,1,Y,No,11,3,1,1,20,2,3,20,7,2,13
173,No,35,Male,Married,Sales,Sales Executive,Travel_Rarely,662,80,94,1,5,Marketing,1,3,3,3,2,7295,11439,1,Y,No,13,3,1,2,10,3,3,10,8,0,6
174,No,53,Male,Married,Sales,Sales Representative,Travel_Rarely,1436,80,34,6,2,Marketing,1,2,3,2,3,2306,16047,2,Y,Yes,20,4,4,1,13,3,1,7,7,4,5
175,No,45,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,194,80,60,9,3,Life Sciences,1,2,3,2,2,2348,10901,8,Y,No,18,3,3,1,20,2,1,17,9,0,15
176,No,32,Female,Single,Sales,Sales Executive,Travel_Frequently,967,80,43,8,3,Marketing,1,2,3,3,4,8998,15589,1,Y,No,14,3,4,0,9,2,3,9,8,3,7
177,No,29,Male,Married,Research & Development,Manufacturing Director,Non-Travel,1496,80,41,1,1,Technical Degree,1,4,3,2,3,4319,26283,1,Y,No,13,3,1,1,10,1,3,10,7,0,9
178,No,51,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1169,80,34,7,4,Medical,1,2,2,2,3,6132,13983,2,Y,No,17,3,3,0,10,2,3,1,0,0,0
179,No,58,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1145,80,75,9,3,Medical,1,2,2,1,2,3346,11873,4,Y,Yes,20,4,2,1,9,3,2,1,0,0,0
180,No,40,Male,Married,Sales,Sales Executive,Travel_Rarely,630,80,67,4,4,Marketing,1,3,2,3,4,10855,8552,7,Y,No,11,3,1,1,15,2,2,12,11,2,11
181,No,34,Female,Married,Sales,Sales Representative,Travel_Frequently,303,80,75,2,4,Marketing,1,3,3,1,3,2231,11314,6,Y,No,18,3,4,1,6,3,3,4,3,1,2
182,No,22,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1256,80,80,19,1,Medical,1,3,3,1,4,2323,11992,1,Y,No,24,4,1,2,2,6,3,2,2,2,2
183,No,27,Male,Divorced,Research & Development,Research Scientist,Non-Travel,691,80,57,9,3,Medical,1,4,3,1,2,2024,5970,6,Y,No,18,3,4,1,6,1,1,2,2,2,2
184,No,28,Male,Married,Research & Development,Research Scientist,Travel_Rarely,440,80,42,21,3,Medical,1,3,3,1,4,2713,6672,1,Y,No,11,3,3,1,5,2,1,5,2,0,2
185,No,57,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,334,80,83,24,2,Life Sciences,1,3,4,3,4,9439,23402,3,Y,Yes,16,3,2,1,12,2,1,5,3,1,4
186,No,27,Male,Divorced,Research & Development,Research Scientist,Non-Travel,1450,80,79,3,3,Medical,1,3,2,1,3,2566,25326,1,Y,Yes,15,3,4,1,1,2,2,1,1,0,1
187,No,50,Female,Single,Research & Development,Manager,Travel_Rarely,1452,80,53,11,3,Life Sciences,1,3,3,5,2,19926,17053,3,Y,No,15,3,2,0,21,5,3,5,4,4,4
188,No,41,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,465,80,56,14,3,Life Sciences,1,1,3,1,3,2451,4609,4,Y,No,12,3,1,1,13,2,3,9,8,1,8
189,No,30,Female,Married,Sales,Sales Executive,Travel_Rarely,1339,80,41,5,3,Life Sciences,1,2,3,3,4,9419,8053,2,Y,No,12,3,3,1,12,2,3,10,9,7,4
190,No,38,Female,Single,Sales,Sales Executive,Travel_Rarely,702,80,59,1,4,Life Sciences,1,1,2,2,4,8686,12930,4,Y,No,22,4,3,0,12,2,4,8,3,0,7
191,No,32,Male,Single,Research & Development,Research Scientist,Travel_Rarely,120,80,43,6,5,Life Sciences,1,3,3,1,3,3038,12430,3,Y,No,20,4,1,0,8,2,3,5,4,1,4
192,No,27,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1157,80,51,17,3,Technical Degree,1,3,3,1,2,3058,13364,0,Y,Yes,16,3,4,1,6,3,2,5,2,1,1
193,Yes,19,Female,Single,Sales,Sales Representative,Travel_Frequently,602,80,100,1,1,Technical Degree,1,3,1,1,1,2325,20989,0,Y,No,21,4,1,0,1,5,4,0,0,0,0
194,No,36,Male,Single,Research & Development,Laboratory Technician,Travel_Frequently,1480,80,30,3,2,Medical,1,4,3,1,2,2088,15062,4,Y,No,12,3,3,0,13,3,2,8,7,7,2
195,No,30,Male,Divorced,Research & Development,Laboratory Technician,Non-Travel,111,80,66,9,3,Medical,1,3,3,2,1,3072,11012,1,Y,No,11,3,3,2,12,4,3,12,9,6,10
196,No,45,Female,Divorced,Sales,Sales Executive,Travel_Rarely,1268,80,30,4,2,Life Sciences,1,3,3,2,1,5006,6319,4,Y,Yes,11,3,1,1,9,3,4,5,4,0,3
197,No,56,Female,Divorced,Research & Development,Research Scientist,Travel_Rarely,713,80,67,8,3,Life Sciences,1,3,3,1,1,4257,13939,4,Y,Yes,18,3,3,1,19,3,3,2,2,2,2
198,No,33,Male,Single,Research & Development,Research Scientist,Travel_Rarely,134,80,90,2,3,Life Sciences,1,3,3,1,4,2500,10515,0,Y,No,14,3,1,0,4,2,4,3,1,0,2
199,Yes,19,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,303,80,47,2,3,Life Sciences,1,2,2,1,4,1102,9241,1,Y,No,22,4,3,0,1,3,2,1,0,1,0
200,No,46,Female,Divorced,Sales,Sales Executive,Travel_Rarely,526,80,92,1,2,Marketing,1,2,3,3,1,10453,2137,1,Y,No,25,4,3,3,24,2,3,24,13,15,7
201,No,38,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,1380,80,75,9,2,Life Sciences,1,3,3,1,4,2288,6319,1,Y,No,12,3,3,0,2,3,3,2,2,2,1
202,No,31,Female,Married,Research & Development,Research Scientist,Travel_Rarely,140,80,95,12,1,Medical,1,3,3,1,4,3929,6984,8,Y,Yes,23,4,3,1,7,0,3,4,2,0,2
203,No,34,Female,Single,Research & Development,Research Scientist,Travel_Rarely,629,80,95,27,2,Medical,1,4,3,1,2,2311,5711,2,Y,No,15,3,4,0,9,3,3,3,2,1,2
204,Yes,41,Female,Single,Sales,Sales Representative,Travel_Rarely,1356,80,70,20,2,Marketing,1,2,3,1,2,3140,21728,1,Y,Yes,22,4,4,0,4,5,2,4,3,0,2
205,No,50,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,328,80,86,1,3,Medical,1,3,2,1,3,3690,3425,2,Y,No,15,3,4,1,5,2,2,3,2,0,2
206,No,53,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,1084,80,57,13,2,Medical,1,4,4,2,1,4450,26250,1,Y,No,11,3,3,2,5,3,3,4,2,1,3
207,No,33,Female,Married,Research & Development,Research Scientist,Travel_Rarely,931,80,72,14,3,Medical,1,4,3,1,2,2756,4673,1,Y,No,13,3,4,1,8,5,3,8,7,1,6
208,No,40,Female,Married,Research & Development,Manager,Travel_Rarely,989,80,46,4,1,Medical,1,4,3,5,3,19033,6499,1,Y,No,14,3,2,1,21,2,3,20,8,9,9
209,No,55,Male,Single,Research & Development,Research Director,Travel_Rarely,692,80,61,14,4,Medical,1,3,4,5,2,18722,13339,8,Y,No,11,3,4,0,36,3,3,24,15,2,15
210,No,34,Male,Married,Research & Development,Manufacturing Director,Travel_Frequently,1069,80,45,2,1,Life Sciences,1,4,2,2,3,9547,14074,1,Y,No,17,3,3,0,10,2,2,10,9,1,9
211,No,51,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,313,80,98,3,3,Medical,1,4,3,4,2,13734,7192,3,Y,No,18,3,3,0,21,6,3,7,7,1,0
212,No,52,Male,Married,Research & Development,Manager,Travel_Rarely,699,80,65,1,4,Life Sciences,1,3,2,5,3,19999,5678,0,Y,No,14,3,1,1,34,5,3,33,18,11,9
213,No,27,Female,Single,Research & Development,Research Scientist,Travel_Rarely,894,80,99,9,3,Medical,1,4,3,1,2,2279,11781,1,Y,No,16,3,4,0,7,2,2,7,7,0,3
214,Yes,35,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,556,80,50,23,2,Life Sciences,1,2,2,2,3,5916,15497,3,Y,Yes,13,3,1,0,8,1,3,1,0,0,1
215,No,43,Male,Divorced,Research & Development,Research Scientist,Non-Travel,1344,80,37,7,3,Medical,1,4,4,1,4,2089,5228,4,Y,No,14,3,4,3,7,3,4,5,4,2,2
216,No,45,Male,Married,Research & Development,Manager,Non-Travel,1195,80,65,2,2,Medical,1,1,2,4,4,16792,20462,9,Y,No,23,4,4,1,22,1,3,20,8,11,8
217,No,37,Male,Married,Research & Development,Research Scientist,Travel_Rarely,290,80,65,21,3,Life Sciences,1,2,4,1,1,3564,22977,1,Y,Yes,12,3,1,1,8,3,2,8,7,1,7
218,No,35,Female,Single,Research & Development,Laboratory Technician,Travel_Frequently,138,80,37,2,3,Medical,1,2,3,2,2,4425,15986,5,Y,No,11,3,4,0,10,5,3,6,2,1,2
219,No,42,Female,Divorced,Research & Development,Manufacturing Director,Non-Travel,926,80,36,21,2,Medical,1,3,3,2,3,5265,16439,2,Y,No,16,3,2,1,11,5,3,5,3,0,2
220,No,38,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1261,80,88,2,4,Life Sciences,1,4,3,2,3,6553,7259,9,Y,No,14,3,2,0,14,3,3,1,0,0,0
221,No,38,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1084,80,54,29,3,Technical Degree,1,4,3,2,4,6261,4185,3,Y,No,18,3,1,1,9,3,1,7,7,1,7
222,No,27,Male,Married,Research & Development,Manufacturing Director,Travel_Frequently,472,80,60,1,1,Technical Degree,1,3,2,2,1,4298,9679,5,Y,No,19,3,3,1,6,1,3,2,2,2,0
223,No,49,Male,Divorced,Research & Development,Manufacturing Director,Non-Travel,1002,80,92,18,4,Life Sciences,1,4,3,2,4,6804,23793,1,Y,Yes,15,3,1,2,7,0,3,7,7,1,7
224,No,34,Male,Divorced,Research & Development,Research Scientist,Travel_Frequently,878,80,43,10,4,Medical,1,4,3,1,3,3815,5972,1,Y,Yes,17,3,4,1,5,4,4,5,3,2,0
225,No,40,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,905,80,99,19,2,Medical,1,3,3,2,4,2741,16523,8,Y,Yes,15,3,3,1,15,2,4,7,2,3,7
226,Yes,38,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1180,80,70,29,1,Medical,1,2,3,2,1,6673,11354,7,Y,Yes,19,3,2,0,17,2,3,1,0,0,0
227,Yes,29,Female,Married,Sales,Sales Executive,Travel_Rarely,121,80,35,27,3,Marketing,1,2,3,3,4,7639,24525,1,Y,No,22,4,4,3,10,3,2,10,4,1,9
228,No,22,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1136,80,60,5,3,Life Sciences,1,4,4,1,2,2328,12392,1,Y,Yes,16,3,1,1,4,2,2,4,2,2,2
229,No,36,Female,Single,Research & Development,Laboratory Technician,Travel_Frequently,635,80,73,18,1,Medical,1,2,3,1,4,2153,7703,1,Y,No,13,3,1,0,8,2,3,8,1,1,7
230,No,40,Male,Married,Research & Development,Healthcare Representative,Non-Travel,1151,80,63,9,5,Life Sciences,1,4,2,2,4,4876,14242,9,Y,No,14,3,4,1,5,5,1,3,2,0,2
231,No,46,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,644,80,97,1,4,Medical,1,4,3,3,1,9396,12368,7,Y,No,16,3,3,1,17,3,3,4,2,0,3
232,Yes,32,Male,Married,Sales,Sales Executive,Travel_Rarely,1045,80,32,4,4,Medical,1,4,1,3,4,10400,25812,1,Y,No,11,3,3,0,14,2,2,14,8,9,8
233,No,30,Male,Single,Research & Development,Manufacturing Director,Non-Travel,829,80,88,1,1,Life Sciences,1,3,2,3,3,8474,20925,1,Y,No,22,4,3,0,12,2,3,11,8,5,8
234,No,27,Female,Single,Sales,Sales Executive,Travel_Frequently,1242,80,90,20,3,Life Sciences,1,4,3,2,3,9981,12916,1,Y,No,14,3,4,0,7,2,3,7,7,0,7
235,No,51,Male,Married,Research & Development,Research Director,Travel_Rarely,1469,80,81,8,4,Life Sciences,1,2,2,3,2,12490,15736,5,Y,No,16,3,4,2,16,5,1,10,9,4,7
236,Yes,30,Female,Single,Research & Development,Research Scientist,Travel_Rarely,1005,80,88,3,3,Technical Degree,1,4,3,1,1,2657,8556,5,Y,Yes,11,3,3,0,8,5,3,5,2,0,4
237,No,41,Female,Single,Sales,Manager,Travel_Rarely,896,80,75,6,3,Life Sciences,1,4,3,3,4,13591,14674,3,Y,Yes,18,3,3,0,16,3,3,1,0,0,0
238,Yes,30,Female,Single,Sales,Sales Executive,Travel_Frequently,334,80,52,26,4,Marketing,1,3,2,2,1,6696,22967,5,Y,No,15,3,3,0,9,5,2,6,3,0,1
239,Yes,29,Male,Single,Research & Development,Research Scientist,Travel_Rarely,992,80,85,1,3,Technical Degree,1,3,3,1,3,2058,19757,0,Y,No,14,3,4,0,7,1,2,6,2,1,5
240,No,45,Female,Single,Sales,Sales Executive,Non-Travel,1052,80,57,6,3,Medical,1,4,2,3,4,8865,16840,6,Y,No,12,3,4,0,23,2,3,19,7,12,8
241,No,54,Female,Married,Sales,Sales Executive,Travel_Rarely,1147,80,52,3,3,Marketing,1,4,3,2,1,5940,17011,2,Y,No,14,3,4,1,16,4,3,6,2,0,5
242,No,36,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1396,80,62,5,2,Life Sciences,1,4,3,2,2,5914,9945,8,Y,No,16,3,4,0,16,3,4,13,11,3,7
243,No,33,Female,Married,Research & Development,Research Scientist,Travel_Rarely,147,80,47,4,4,Medical,1,3,2,1,2,2622,13248,6,Y,No,21,4,4,0,7,3,3,3,2,1,1
244,No,37,Male,Divorced,Research & Development,Research Director,Travel_Frequently,663,80,47,11,3,Other,1,2,3,3,4,12185,10056,1,Y,Yes,14,3,3,3,10,1,3,10,8,0,7
245,No,38,Male,Divorced,Sales,Sales Executive,Travel_Rarely,119,80,76,3,3,Life Sciences,1,1,3,3,3,10609,9647,0,Y,No,12,3,3,2,17,6,2,16,10,5,13
246,No,31,Male,Married,Research & Development,Manufacturing Director,Non-Travel,979,80,90,1,4,Medical,1,3,1,2,3,4345,4381,0,Y,No,12,3,4,1,6,2,3,5,4,1,4
247,No,59,Male,Married,Research & Development,Research Scientist,Travel_Rarely,142,80,70,3,3,Life Sciences,1,3,2,1,4,2177,8456,3,Y,No,17,3,1,1,7,6,3,1,0,0,0
248,No,37,Male,Divorced,Sales,Sales Representative,Travel_Frequently,319,80,41,4,4,Marketing,1,1,3,1,4,2793,2539,4,Y,No,17,3,3,1,13,2,3,9,8,5,8
249,No,29,Female,Married,Sales,Sales Executive,Travel_Frequently,1413,80,42,1,1,Medical,1,2,3,3,4,7918,6599,1,Y,No,14,3,4,1,11,5,3,11,10,4,1
250,No,35,Female,Single,Sales,Sales Executive,Travel_Frequently,944,80,92,1,3,Marketing,1,3,3,3,3,8789,9096,1,Y,No,14,3,1,0,10,3,4,10,7,0,8
251,Yes,29,Male,Single,Research & Development,Research Scientist,Travel_Rarely,896,80,86,18,1,Medical,1,3,2,1,4,2389,14961,1,Y,Yes,13,3,3,0,4,3,2,4,3,0,1
252,No,52,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,1323,80,89,2,3,Life Sciences,1,3,2,1,4,3212,3300,7,Y,No,15,3,2,0,6,3,2,2,2,2,2
253,No,42,Male,Married,Research & Development,Manager,Travel_Rarely,532,80,58,4,2,Technical Degree,1,3,3,5,4,19232,4933,1,Y,No,11,3,4,0,22,3,3,22,17,11,15
254,No,59,Male,Married,Human Resources,Human Resources,Travel_Rarely,818,80,52,6,2,Medical,1,2,3,1,3,2267,25657,8,Y,No,17,3,4,0,7,2,2,2,2,2,2
255,No,50,Female,Divorced,Sales,Manager,Travel_Rarely,854,80,68,1,4,Medical,1,4,3,5,4,19517,24118,3,Y,No,11,3,3,1,32,3,2,7,0,0,6
256,Yes,33,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,813,80,58,14,3,Medical,1,3,3,1,4,2436,22149,5,Y,Yes,13,3,3,1,8,2,1,5,4,0,4
257,No,43,Female,Married,Sales,Manager,Travel_Rarely,1034,80,80,16,3,Marketing,1,4,3,4,4,16064,7744,5,Y,Yes,22,4,3,1,22,3,3,17,13,1,9
258,Yes,33,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,465,80,39,2,2,Life Sciences,1,1,3,1,1,2707,21509,7,Y,No,20,4,1,0,13,3,4,9,7,1,7
259,No,52,Male,Single,Sales,Manager,Non-Travel,771,80,79,2,4,Life Sciences,1,1,2,5,3,19068,21030,1,Y,Yes,18,3,4,0,33,2,4,33,7,15,12
260,No,32,Female,Married,Sales,Sales Representative,Travel_Rarely,1401,80,56,4,2,Life Sciences,1,3,3,1,2,3931,20990,2,Y,No,11,3,1,1,6,5,3,4,3,1,2
261,Yes,32,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,515,80,62,1,3,Life Sciences,1,4,2,1,3,3730,9571,0,Y,Yes,14,3,4,0,4,2,1,3,2,1,2
262,No,39,Female,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,1431,80,96,1,4,Medical,1,3,3,1,3,2232,15417,7,Y,No,14,3,3,3,7,1,3,3,2,1,2
263,No,32,Male,Married,Sales,Sales Executive,Non-Travel,976,80,100,26,4,Marketing,1,3,3,2,4,4465,12069,0,Y,No,18,3,1,0,4,2,3,3,2,2,2
264,No,41,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1411,80,36,19,2,Life Sciences,1,3,3,2,1,3072,19877,2,Y,No,16,3,1,2,17,2,2,1,0,0,0
265,No,40,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1300,80,62,24,2,Technical Degree,1,1,3,2,4,3319,24447,1,Y,No,17,3,1,2,9,3,3,9,8,4,7
266,No,45,Male,Married,Research & Development,Manager,Travel_Rarely,252,80,70,1,3,Other,1,3,4,5,4,19202,15970,0,Y,No,11,3,3,1,25,2,3,24,0,1,7
267,No,31,Male,Divorced,Research & Development,Research Director,Travel_Frequently,1327,80,73,3,4,Medical,1,2,3,3,3,13675,13523,9,Y,No,12,3,1,1,9,3,3,2,2,2,2
268,No,33,Female,Married,Research & Development,Research Scientist,Travel_Rarely,832,80,63,5,4,Life Sciences,1,3,2,1,4,2911,14776,1,Y,No,13,3,3,1,2,2,2,2,2,0,2
269,No,34,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,470,80,84,2,4,Life Sciences,1,4,2,2,1,5957,23687,6,Y,No,13,3,2,1,13,3,3,11,9,5,9
270,No,37,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1017,80,83,1,2,Medical,1,3,2,1,1,3920,18697,2,Y,No,14,3,1,1,17,2,2,3,1,0,2
271,No,45,Male,Married,Research & Development,Manufacturing Director,Travel_Frequently,1199,80,77,7,4,Life Sciences,1,1,4,2,3,6434,5118,4,Y,No,17,3,4,1,9,1,3,3,2,0,2
272,Yes,37,Male,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,504,80,61,10,3,Medical,1,1,3,3,3,10048,22573,6,Y,No,11,3,2,2,17,5,3,1,0,0,0
273,No,39,Female,Single,Research & Development,Healthcare Representative,Travel_Frequently,505,80,64,2,4,Technical Degree,1,3,3,3,3,10938,6420,0,Y,No,25,4,4,0,20,1,3,19,6,11,8
274,No,29,Male,Single,Research & Development,Research Scientist,Travel_Rarely,665,80,60,15,3,Life Sciences,1,3,3,1,4,2340,22673,1,Y,No,19,3,1,0,6,1,3,6,5,1,5
275,No,42,Female,Single,Research & Development,Research Scientist,Travel_Rarely,916,80,82,17,2,Life Sciences,1,4,4,2,1,6545,23016,3,Y,Yes,13,3,3,0,10,1,3,3,2,0,2
276,No,29,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1247,80,45,20,2,Marketing,1,4,3,2,4,6931,10732,2,Y,No,14,3,4,1,10,2,3,3,2,0,2
277,No,25,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,685,80,62,1,3,Life Sciences,1,1,3,2,3,4898,7505,0,Y,No,12,3,4,2,5,3,3,4,2,1,2
278,No,42,Female,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,269,80,56,2,3,Medical,1,4,2,1,1,2593,8007,0,Y,Yes,11,3,3,1,10,4,3,9,6,7,8
279,No,40,Male,Divorced,Research & Development,Research Director,Travel_Rarely,1416,80,49,2,2,Medical,1,1,3,5,3,19436,5949,0,Y,No,19,3,4,1,22,5,3,21,7,3,9
280,No,51,Male,Married,Research & Development,Research Scientist,Travel_Rarely,833,80,96,1,3,Life Sciences,1,3,3,1,4,2723,23231,1,Y,No,11,3,2,0,1,0,2,1,0,0,0
281,Yes,31,Male,Single,Research & Development,Laboratory Technician,Travel_Frequently,307,80,71,29,2,Medical,1,3,2,1,2,3479,11652,0,Y,No,11,3,2,0,6,2,4,5,4,1,4
282,No,32,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,1311,80,100,7,3,Life Sciences,1,2,4,1,2,2794,26062,1,Y,No,20,4,3,0,5,3,1,5,1,0,3
283,No,38,Male,Married,Sales,Sales Executive,Non-Travel,1327,80,39,2,2,Life Sciences,1,4,2,2,4,5249,19682,3,Y,No,18,3,4,1,13,0,3,8,7,7,5
